date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:42	3699/3699	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:16%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/owl.transitions.css?ver=1707038776	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/owl.transitions5fef.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:42	27760/27760	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:16%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/font-awesome.min.css?ver=1707038776	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/font-awesome.min5fef.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:42	3611/3611	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Aug%202023%2007:35:22%20GMT	https://wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/css/meanmenu.min.css?ver=6.4.4	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/css/meanmenu.min5352.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:43	2879/2879	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:16%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/theme-default.css?ver=1707038776	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/theme-default5fef.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:43	5055/5055	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:16%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/widget.css?ver=1707038776	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/widget5fef.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:43	4655/4655	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:16%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/unittest.css?ver=1707038776	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/unittest5fef.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:43	116960/116960	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:18%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/style.css?ver=1707038778	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/style60b0.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:43	28723/28723	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:18%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/responsive.css?ver=1707038778	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/responsive60b0.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:44	21/21	---M--	200	added ('OK')	text/css	date:Thu,%2031%20Aug%202023%2007:35:22%20GMT	https://wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/css/em-breadcrumb.css?ver=6.4.4	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/css/em-breadcrumb5352.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:44	662/662	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Feb%202024%2009:25:22%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/wp-rocket/assets/img/youtube.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/wp-rocket/assets/img/youtube.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:44	9289/9289	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:18%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/flaticon.css?ver=1707038778	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/flaticon60b0.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:44	57912/57912	---M-Z	200	added ('OK')	text/css	date:Wed,%2024%20Aug%202022%2004:25:29%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:45	1106/1106	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:27:53%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1707038873	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min9054.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:45	941/941	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2006:35:12%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/cropped-main-logo-32x32.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/cropped-main-logo-32x32.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:45	10857/10857	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2016:14:36%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/cropped-main-logo-192x192.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/cropped-main-logo-192x192.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:45	10416/10416	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2016:14:36%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/cropped-main-logo-180x180.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/cropped-main-logo-180x180.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:46	161752/161752	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Oct%202020%2001:55:56%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/10/brd-img.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/10/brd-img.jpg	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:46	2379/2379	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Sep%202020%2005:44:02%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/main-logo.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/main-logo.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:46	2102/2102	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Oct%202020%2014:10:50%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/10/tr-logo.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/10/tr-logo.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:47	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20May%202024%2010:02:58%20GMT	http://wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/dummy.2c.delayed	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:47	68/68	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202022%2004:32:46%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:47	714/714	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Apr%202023%2006:21:52%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/code.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/code.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:47	934/934	---M--	200	added ('OK')	image/png	date:Mon,%2008%20May%202023%2004:15:35%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/color.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/color.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:48	482/482	---M--	200	added ('OK')	image/png	date:Mon,%2008%20May%202023%2004:12:55%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/icon1.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/icon1.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:48	1150/1150	---M--	200	added ('OK')	image/png	date:Mon,%2008%20May%202023%2004:13:08%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/icon2.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/icon2.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:48	89103/89103	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Apr%202023%2008:52:56%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/about.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/about.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:48	3471/3471	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Apr%202023%2009:11:55%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/01_Home.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/01_Home.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:49	82435/82435	---M--	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2004:15:28%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/img1.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/img1.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:49	81302/81302	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2009:42:58%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/case2-2.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/case2-2.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:49	69602/69602	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2009:40:57%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/case1.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/case1.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:49	89580/89580	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Sep%202020%2008:55:12%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/case2.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/case2.jpg	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:50	7853/7853	---M--	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2010:16:24%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/sk.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/sk.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:50	7840/7840	---M--	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2010:58:01%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/s2.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/s2.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:50	7218/7218	---M--	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2010:58:27%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/sk1.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/sk1.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:50	88217/88217	---M--	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2011:30:34%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/a1.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/a1.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:51	21520/21520	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2007:24:56%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/blog1-390x290.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/blog1-390x290.jpg	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:51	27374/27374	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2007:24:34%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/blog2-390x290.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/blog2-390x290.jpg	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
